dt,raw,clean,chourly,cdaily,tdaily,cyearly,c15min
12/10/2022 11:00,0.5,0.5,0.5,6.0,0,5144.0,0.5
12/10/2022 11:15,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 11:30,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 11:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 12:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 13:00,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 13:15,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 13:30,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 13:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 14:00,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 14:15,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 14:30,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 14:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 15:00,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 15:15,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 15:30,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 15:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 16:00,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 16:15,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 16:30,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 16:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 17:00,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 17:15,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 17:30,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 17:45,0.0,0.0,0.0,6.0,0,5144.0,0.0
12/10/2022 18:00,0.0,0.0,0.0,6.0,0,5144.0,0.0
